id,question,model_answer,is_correct,anchor_str,token_id,token_is_suffix,token_len,token_id_rank,layer0_norm,layer0_kurtosis,final_norm,final_kurtosis,drift_cosine,surprisal,prediction_entropy
10,In which decade did stereo records first go on sale?,The 1940s,0, sale,6278,0,5,0.04132002948609941,1.7156554460525513,-0.012147629421537687,1371.577880859375,886.2028879692946,0.05225962772965431,0.0035991668701171875,1.2885731
11,In what year's Olympics were electric timing devices and a public-address system used for the first time?,1936,0, time,882,0,5,0.005805075821398484,1.7933825254440308,0.21597275743657507,1469.75341796875,929.1835033095437,0.005704596638679504,0.000560760498046875,0.70608914
12,Which volcano in Tanzania is the highest mountain in Africa?,Mount Kilimanjaro,1, Africa,10174,0,7,0.06696240522325189,1.6685309410095215,0.032452186882178324,1355.7532958984375,706.2534317242365,0.015006003901362419,0.039398193359375,0.88311577
13,The flag of Libya is a plain rectangle of which color?,The flag of Libya is a plain rectangle of green.,1, color,1894,0,6,0.0124657750631845,1.7640432119369507,0.3485461711086737,1099.5380859375,568.0904962193542,0.03828885778784752,0.1644287109375,0.2273286
14,Of which African country is Niamey the capital?,Niger,1, capital,6722,0,8,0.04424231255265375,1.774929165840149,0.020119305321788072,1237.1475830078125,851.4431811916684,0.02572026289999485,0.0013580322265625,0.3564166
15,Who was the director of the CIA from 1976-81?,William J. Casey,0,1,16,1,1,0.00010530749789385004,1.570737600326538,240.21470640566866,1289.49169921875,780.2837761135099,0.09192390739917755,0.0281982421875,1.1242867
16,Which musical featured the song The Street Where You Live?,The Street Where You Live is a song from the 1946,0, Live,11158,0,5,0.07343881634372368,1.7070746421813965,0.12650905846706406,1327.1414794921875,830.3211082612199,0.02403067611157894,4.3511390686035156e-05,0.101281136
17,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""","""The target of the failed """"Bomb Plot"""" of 194",0,4,19,1,1,0.0001250526537489469,1.589713215827942,35.19738274335967,1413.5672607421875,871.6994172663046,0.08186908066272736,1.3369140625,0.15888634
18,Who had an 80s No 1 hit with Hold On To The Nights?,"The band was formed in 1980 in London, England.",0, Nights,63543,0,7,0.4182221461668071,1.417395830154419,-0.06660762161387979,1429.7257080078125,793.3569826163344,-0.007250380702316761,1.5302734375,3.7369375
19,Who directed the classic 30s western Stagecoach?,John Ford,1,coach,88093,1,5,0.5798033382476833,1.3520538806915283,0.027617763293811937,1139.30029296875,740.2634161896103,0.023441700264811516,0.0037746429443359375,0.05143337
20,Dave Gilmore and Roger Waters were in which rock group?,Pink Floyd,1, group,1874,0,6,0.012334140690817187,1.7856281995773315,0.10522255187100127,1221.3590087890625,702.9890495506639,0.0512557253241539,3.53125,0.030513573
21,Which highway was Revisited in a classic 60s album by Bob Dylan?,Highway 61 Revisited,1, Dylan,43358,0,6,0.2853701558550969,1.507892370223999,0.009912655790544012,1400.7659912109375,877.922403747267,0.031446367502212524,0.0021991729736328125,0.16689631
22,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,East Germany,0, Olympics,31963,0,9,0.21037147219882055,1.6313854455947876,0.16492482480404602,1339.5120849609375,730.1663871376227,0.04342474043369293,0.487548828125,0.66350496
23,Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,"The Adventures of Jimmy Neutron, Boy Genius",0, name,829,0,5,0.005456244734625105,1.8392785787582397,0.01390981858990159,1490.434326171875,929.9985950250107,0.05120089277625084,0.00811767578125,1.1970289
24,If I Were A Rich Man Was a big hit from which stage show?,Fiddler on the Roof,1, show,1473,0,5,0.00969487152485257,1.8145217895507812,0.2397004469447661,1154.174072265625,554.5724920296645,0.0378587581217289,3.177734375,0.18798906
25,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,The Swiss Family Robinson,0, novel,11514,0,6,0.07578190817186184,1.7028406858444214,-0.09197555211227915,1289.3453369140625,766.8450493783466,0.017183925956487656,2.34765625,1.1665794
26,What was Truman Capote's last name before he was adopted by his stepfather?,Truman Capote's last name before he was adopted by his stepfather was,0,father,23017,1,6,0.15149141743892164,1.4938145875930786,-0.0475455296025733,1294.9896240234375,836.3068214650303,0.0008180752047337592,0.0175323486328125,0.42973444
27,"In Lewis Carroll's poem The Hunting of the Snark, what did the elusive, troublesome snark turn into to fool hunters?","The elusive, troublesome snark in Lewis Carroll's poem ""The Hunting of",0, hunters,47973,0,8,0.31574478727885424,1.3789194822311401,-0.14979246893168252,1237.4937744140625,859.4843074609595,0.032109666615724564,10.046875,1.0278804
28,"In the Bible, who did the sun and moon stand still before?","The sun and moon stood still before Joshua, as recorded in the Book of",1, before,1573,0,7,0.010353043386689133,1.8577086925506592,-0.029899936383625203,1213.841552734375,606.3282004630425,0.01062924787402153,6.5625,1.0550429
29,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,Batman Returns,0, Paradise,47591,0,9,0.31323057076663857,1.4851773977279663,0.12515223897171035,1472.2874755859375,947.0548844668585,0.01837732456624508,0.00018990039825439453,1.4997429
30,What was President Gerald Ford's middle name?,"The answer is ""Rudd"" as in ""Gerald Rudolph Ford",1, name,829,0,5,0.005456244734625105,1.8392785787582397,0.01390981858990159,1281.39794921875,737.198446697962,0.05595419928431511,0.004520416259765625,2.3192682
31,Art Garfunkel trained for which profession although he didn't qualify?,Art Garfunkel trained to be a dentist but did not qualify.,0, qualify,25384,0,8,0.16707034540859309,1.5962449312210083,-0.04327473390621561,1488.261962890625,903.1140065346356,0.023460550233721733,9.109375,0.24139278
32,Who was the last inmate of Spandau jail in Berlin?,The last inmate of Spandau jail in Berlin was John Demjanj,0, Berlin,19846,0,7,0.13062078770008426,1.6290475130081177,-0.013947709427402089,1394.17529296875,791.755644540129,0.010317137464880943,1.0283203125,1.4571065
33,What was Eddie Murphy's first movie?,"Eddie Murphy's first movie was ""48 Hrs."" in 1",0, movie,5700,0,6,0.03751579612468408,1.684216856956482,-0.0009526664300216758,1339.7921142578125,634.9513702642424,0.0332779623568058,1.3564453125,0.7099546
34,In the 80s who wrote the novel Empire of The Sun?,J.G. Ballard,1, Sun,8059,0,4,0.053042070345408594,1.748491883277893,-0.11682984669803753,1154.3101806640625,738.3114020219612,0.0009564983192831278,0.0308380126953125,1.037107
35,Kagoshima international airport is in which country?,"Kagoshima International Airport is located in Kagoshima Prefecture, Japan",1, country,3146,0,8,0.020706086773378266,1.7848823070526123,-0.04479972905568763,967.85498046875,469.2094028928634,0.04535336792469025,0.195068359375,0.58718157
36,In which sport could the Pacers take on the Pistons?,basketball,1, Pistons,94708,0,8,0.6233414069081719,1.0267585515975952,-0.09199246005944861,1254.3179931640625,823.3974292964807,0.024467833340168,3.39453125,0.09229765
37,Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,"The Beatles' ""Hey Jude""",0, song,5492,0,5,0.03614679865206403,1.6752809286117554,0.015430208056025574,1169.947265625,575.0379624721903,0.007733804639428854,0.54150390625,2.0241709
38,Where in Canada is the Lion's Gate bridge?,"The Lion's Gate Bridge is located in Vancouver, British Columbia, Canada.",1, bridge,14164,0,7,0.09322346251053075,1.710837960243225,-0.05039223891088351,1307.072265625,580.8802248326766,0.04530427232384682,6.50390625,0.013385956
39,What was Walter Matthau's first movie?,"Walter Matthau's first movie was ""The Tarnished Angels"" (",0, movie,5700,0,6,0.03751579612468408,1.684216856956482,-0.0009526664300216758,1374.9638671875,645.1104079673275,0.031232671812176704,1.966796875,0.95975894
40,Otis Barton was a pioneer in exploring where?,Otis Barton was a pioneer in exploring the deep sea.,0, where,1380,0,6,0.009082771693344566,1.8205403089523315,0.35955807421102826,1415.2325439453125,680.6475952625585,0.04696543514728546,6.5078125,0.8910978
41,Where in England was actor Nigel Hawthorne born?,"Nigel Hawthorne was born in Paddington, London, England. He was",0, born,9223,0,5,0.060703190817186184,1.696534514427185,-0.013096545094561929,1294.4188232421875,690.5528023651129,0.042526550590991974,0.12158203125,1.9775965
42,"What mythological beast has the head of a man, the body of a lion, and the tail and feet of a dragon?",The chimera,0, dragon,25105,0,7,0.1652340459140691,1.556904673576355,-0.06032758821269013,1287.1864013671875,733.191959831038,0.014310497790575027,1.71875,0.5858668
43,"In Greek mythology, who were Arges, Brontes and Steropes?","In Greek mythology, Arges, Brontes, and Steropes were",0,opes,18523,1,4,0.12191317396798652,1.6773537397384644,0.15371568966882254,1088.84423828125,561.4669815387564,0.014024916104972363,0.003570556640625,0.85528785
44,Which musician founded the Red Hot Peppers?,"The Red Hot Chili Peppers were founded by Anthony Kiedis, Fle",0,ppers,35523,1,5,0.23380239048020218,1.4141556024551392,-0.0020550715256399954,1366.05810546875,742.3113987547083,0.018764466047286987,0.00046372413635253906,0.4094059
45,Where did the Shinning Path terrorists operate?,"The Shining Path, also known as the Communist Party of Peru, was",1, operate,14476,0,8,0.09527695871946082,1.6771159172058105,0.030532415654226153,1498.04443359375,829.0818133477807,0.04063018038868904,4.26171875,0.3205796
46,How old was Jimi Hendrix when he died?,Jimi Hendrix was 27 years old when he died.,1, died,8469,0,5,0.0557405749789385,1.6680166721343994,0.015963428205015173,1278.4068603515625,752.1613606754044,0.03918592631816864,0.48486328125,0.5705517
47,Which Brit broke the land speed record in 1990 in Thrust 2?,The Brit who broke the land speed record in 1990 in,0,2,17,1,1,0.00011188921651221567,1.5402464866638184,65.54336903170572,1481.2938232421875,722.1693603490147,0.09831506013870239,5.1975250244140625e-05,1.594128
48,In which state was Gene Vincent born?,Gene Vincent was born in the state of Virginia.,1, born,9223,0,5,0.060703190817186184,1.696534514427185,-0.013096545094561929,1326.493896484375,751.1106867243664,0.03880245238542557,0.2230224609375,1.0488518
49,How was the European Recovery Program in the 1940s more commonly known?,The Marshall Plan,1, known,3881,0,6,0.025543649957877,1.834195613861084,0.07052586993150767,1504.326904296875,839.942905270088,0.015654010698199272,0.053619384765625,1.1755508
50,Brandon Lee died during the making of which movie?,The Crow,1, movie,5700,0,6,0.03751579612468408,1.684216856956482,-0.0009526664300216758,1203.9117431640625,645.8063869417429,0.026814669370651245,0.599609375,0.18318976
51,Who had a 70s No 1 hit with Let's Do It Again?,The Osmonds,0, Again,13759,0,6,0.09055786647009267,1.629494547843933,-0.07690857765851122,1278.0579833984375,713.1975553840848,0.05688278377056122,1.1689453125,1.4542876
52,Who had a Too Legit To Quit Tour?,MC Hammer,1, Tour,14644,0,5,0.09638268744734625,1.6691771745681763,0.09099271236389894,1241.1082763671875,637.4082050696331,0.015524724498391151,3.12890625,2.0804212
53,"""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""","""The two imposters were the British and the Indian.""",0, day,1899,0,4,0.012498683656276327,1.8023886680603027,0.003513567016279584,1548.1861572265625,1039.8541987072733,0.034603819251060486,8.3984375,0.6486777
54,Who is the most successful UK solo artist in the USA?,The most successful UK solo artist in the USA is typically considered to be El,0, USA,7279,0,4,0.047908329823083406,1.738377571105957,0.06726300586900091,1195.935546875,611.3836312049534,0.029117343947291374,6.4765625,1.333067
55,Which country does the airline TAAG come from?,"TAAG is the national airline of Angola, a country located in southern Africa",1, from,504,0,5,0.003317186183656276,1.7910735607147217,3.54297290633631,1098.7056884765625,726.3938376321681,0.021404102444648743,0.0017766952514648438,1.4090701
56,Which US No 1 single came from Diana Ross's platinum album Diana?,I'm Coming Out,0, Diana,44409,0,6,0.2922875421229992,1.520640254020691,0.10604592201426444,1170.4727783203125,484.98788546178076,0.049776591360569,6.84375,1.2135514
57,River Phoenix died during the making of which movie?,"River Phoenix died during the making of the movie ""My Own Private Idaho""",0, movie,5700,0,6,0.03751579612468408,1.684216856956482,-0.0009526664300216758,1200.3018798828125,648.4926736398525,0.025348655879497528,1.1298828125,0.19902688
58,Which artist David was born in Bradford UK?,David Bowie,0, UK,6424,0,3,0.04228096040438079,1.722499966621399,-0.004682455791640727,1574.666748046875,768.0861529946078,0.014343174174427986,6.82421875,3.2308118
59,What is Mel Gibson's middle name?,Mel Gibson's middle name is Charles.,0, name,829,0,5,0.005456244734625105,1.8392785787582397,0.01390981858990159,1288.1392822265625,800.1640875743132,0.05526064336299896,0.0010881423950195312,0.51173455
60,Richard Daley was mayor of which city for 21 years?,Chicago,1, years,1635,0,6,0.0107611099410278,1.7845232486724854,0.16825248539342974,1411.7489013671875,762.3799388515304,0.03140841796994209,0.0018558502197265625,0.7158419
61,"""In which movie did Garbo say, """"I want to be alone"""".""","""The Torrents of Spring""",0, alone,7484,0,6,0.049257582139848356,1.7810041904449463,0.05056313484425701,1249.439208984375,536.2760068235439,0.02196929231286049,0.0003440380096435547,0.92412263
62,What is Osbert Lancaster best known for producing?,"Osbert Lancaster is best known for producing the comic strip ""The Unbear",0, producing,17387,0,10,0.11443634161752317,1.6901171207427979,-0.024420608863826132,1453.0340576171875,804.1916001218948,0.035765789449214935,10.59375,0.6211868
63,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,Martina Navratilova first won Wimbledon singles in 198,0, singles,17389,0,8,0.1144495050547599,1.4694985151290894,-0.08149163870925147,973.5872802734375,385.3141960103955,0.02081267163157463,6.9453125,0.37489405
64,Who was the first US-born winner of golf's British Open?,The first US-born winner of golf's British Open was **John McDerm,0, Open,5264,0,5,0.03464616680707666,1.78046452999115,-0.06370085133707937,1127.9920654296875,702.7261251006149,0.025816945359110832,0.0023937225341796875,0.19636622
65,In which country is the Sky Train Rail bridge?,"The Sky Train Rail bridge is located in the United States, specifically in the",0, bridge,14164,0,7,0.09322346251053075,1.710837960243225,-0.05039223891088351,1403.321044921875,714.2737732590803,0.04695693403482437,13.421875,0.31391037
66,What was the Paramount Film Company originally called?,The original name of the Paramount Film Company was the Famous Players Film Company.,1, called,2598,0,7,0.0170993049705139,1.8910608291625977,0.004024645252740822,1513.384765625,896.6265046939666,0.00785839557647705,0.398193359375,0.8712205
67,Who was the first person after Scott to reach the South Pole overland?,The first person after Scott to reach the South Pole overland was Norwegian explorer,0,land,1933,1,4,0.012722462089300758,1.7981666326522827,-0.01575684328089144,1331.89208984375,834.9518387592078,0.01632583700120449,1.4853515625,0.23881882
68,Which journalist first told the world about the My Lai massacre?,The journalist who first told the world about the My Lai massacre was **,0, massacre,48252,0,9,0.31758108677337826,1.33768892288208,-0.04370299193243454,1470.029052734375,808.0981788110336,0.024824410676956177,0.6884765625,0.6316429
69,What is the name of Terence and Shirley Conran's dress designer son?,"Terence and Shirley Conran have a son named Jonathan. However, Jonathan",0, son,4438,0,4,0.029209667228306656,1.7817717790603638,0.037113616381099224,1436.3260498046875,833.9968777344523,0.025490669533610344,3.517578125,3.4594514
70,Which drink did The Spice Girls promote?,"The Spice Girls promoted the drink ""Spice"" by PepsiCo.",1, promote,11926,0,8,0.07849357624262847,1.6100717782974243,0.09174834845095647,1449.8214111328125,852.0777652761204,0.04090707749128342,2.42578125,1.278682
71,Who was the youngest brother in the Beach Boys?,The youngest brother in the Beach Boys was Brian Wilson.,0, Boys,29757,0,5,0.195852200926706,1.5646626949310303,-0.08456516819803017,1007.8251953125,587.9125976707637,-0.0021352076437324286,0.000598907470703125,1.3235232
72,Who first hosted Family Feud?,The first host of Family Feud was Richard Dawson. He hosted the show,1,ud,661,1,2,0.00435051600673968,1.770708680152893,-0.007098923620789677,1037.8028564453125,598.6112518587646,0.04086380451917648,5.7220458984375e-06,0.5602831
73,What did the Lone Ranger's title Kemo Sabe mean in Apache?,"""Friend""",0, Apache,8914,0,7,0.0586694397641112,1.6683483123779297,-0.02061250786312474,1158.5755615234375,651.0528214892969,0.03898526728153229,3.87109375,1.1936451
74,Who or what was Gentle Ben in the 60s TV series?,Gentle Ben was a television series that aired in the 1960,0, series,4013,0,7,0.026412436815501265,1.8363407850265503,0.0811259676890943,1341.7001953125,819.2456842271627,0.025814702734351158,0.322021484375,0.7044427
75,Which 70s show was based on the British show Till Death Us Do Part?,"The answer is ""All in the Family"". The British show ""Till",1, Part,3660,0,5,0.024089090143218198,1.7689720392227173,-0.03034177090718959,1325.055908203125,827.5180512148661,0.02937949448823929,6.875,1.5606087
76,On what date in 1969 did Neil Armstrong first set foot on the Moon?,"July 20, 1969",1, Moon,17330,0,5,0.11406118365627632,1.6968119144439697,0.07698442537043038,1246.4051513671875,692.0824703362136,0.03847553953528404,0.623046875,0.607028
77,Bandar Seri Begawan International airport is in which country?,Brunei,1, country,3146,0,8,0.020706086773378266,1.7848823070526123,-0.04479972905568763,1163.50634765625,690.8958931432107,0.0427241288125515,0.055633544921875,0.92304176
78,What was the profession of Paul Strand (1890 - 1976)?,Paul Strand was a photographer and filmmaker. He was a significant figure in the,1,6,21,1,1,0.00013821609098567817,1.5665326118469238,21.581200252238826,1691.41845703125,1052.3513508840529,0.07885732501745224,4.4465065002441406e-05,0.8114588
79,Who had a 60s No 1 with Downtown?,The Dave Brubeck Quartet,0, Downtown,43885,0,9,0.28883872156697554,1.4228324890136719,-0.024458339926476835,771.674072265625,200.59400410424308,0.02167525142431259,11.765625,1.337434
80,"Who was born first, Kiefer Sutherland or Christian Slater?",Kiefer Sutherland was born first.,1, Slater,97003,0,7,0.638446451137321,1.4339805841445923,0.004590112373898947,874.3333129882812,773.5773985771037,0.01418057270348072,0.2027587890625,0.5660528
81,"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",Jimmy Connors won a total of 109 tennis titles in his,1, win,3164,0,4,0.020824557708508846,1.7311279773712158,-0.008808416705408995,1354.2608642578125,835.4894134464614,0.04239457845687866,0.0933837890625,1.2753819
82,Who was the Georgia Peach?,"The Georgia Peach was a nickname for Margaret Mitchell, the author of ""G",1, Peach,63595,0,6,0.4185643955349621,1.4154753684997559,0.11054552764390113,1426.60107421875,864.6049651551591,-0.004715213552117348,8.078125,0.18309808
83,Who set fire to his guitar at the Monterey Pop festival in 19676?,Jimi Hendrix,1,6,21,1,1,0.00013821609098567817,1.5665326118469238,21.581200252238826,1408.3262939453125,913.7566555463309,0.07558389008045197,15.015625,0.18812524
84,Della Street was whose secretary?,Della Street was the secretary of Perry Mason.,1, secretary,19067,0,10,0.1254936288963774,1.5225542783737183,-0.02571564328835052,991.7425537109375,417.16758506320457,0.04625584930181503,0.84521484375,0.28459725
85,"In music, who was Sweet and Innocent and Too Young?",Sweet and Innocent and Too Young were songs by the British band The K,0, Young,13263,0,6,0.08729333403538332,1.7121083736419678,-0.1227342105417426,1853.076416015625,921.8809425218044,0.03487805649638176,0.552734375,2.1154616
86,Who is featured on Puff Daddy's Can't Hold Me Down?,"Puff Daddy's ""Can't Hold Me Down"" features the rapper Lil",0, Down,6285,0,5,0.04136610151642797,1.6622109413146973,-0.013679972551032815,1514.01953125,683.605238373228,0.03616577014327049,0.0003268718719482422,1.5549188
87,What had Edmond Hillary worked at before taking up mountain climbing?,"Before taking up mountain climbing, Edmond Hillary had worked as a taxi driver",0, climbing,29508,0,9,0.19421335299073295,1.564894199371338,-0.047578838859057004,1394.314697265625,760.6246179174269,0.01966637559235096,0.003604888916015625,2.6399534
88,In which American state is the Isabella Stewart Gardner Museum?,The Isabella Stewart Gardner Museum is located in the American state of Massachusetts.,1, Museum,16328,0,7,0.10746630160067397,1.731934905052185,-0.046893729564384756,1667.9752197265625,932.5964215217718,0.011072823777794838,0.00011968612670898438,0.9134576
89,Benina international airport is in which country?,Benina International Airport is located in the country of Sudan. It serves as,0, country,3146,0,8,0.020706086773378266,1.7848823070526123,-0.04479972905568763,1036.242919921875,527.5927686027939,0.03912888467311859,0.191650390625,0.225562
90,Beloved in 1999 was whose first movie since The Color Purple in 1985?,"The question is asking about the first movie of a particular person since ""The",0,5,20,1,1,0.00013163437236731254,1.572671890258789,45.32547104831048,1397.1246337890625,753.9242627798711,0.09514342248439789,0.036895751953125,2.1212587
91,Which Star Trek star directed Three Men and a Baby?,The Star Trek star who directed Three Men and a Baby is James Horner,0, Baby,20617,0,5,0.13569529275484415,1.5668493509292603,-0.07451875065598523,1333.2972412109375,868.6409186847025,0.045667264610528946,0.0249176025390625,1.5399122
92,Which sitcom star appeared on the big screening The Object of My Affection?,The sitcom star who appeared on the big screening of *The Object of My,0,ection,11915,1,6,0.07842117733782646,1.6007002592086792,-0.034009002906474795,1726.8623046875,887.6562944745947,0.008949176408350468,0.00022411346435546875,4.8946815
93,"""Which character did Julia """"Roberts play in Steven Spielberg's Hook?""","Julia Roberts played the character Tinker Bell in Steven Spielberg's film ""Hook",1, Hook,28171,0,5,0.1854135951979781,1.5608502626419067,-0.14238618123117552,1317.048583984375,963.7236726210755,0.006874572951346636,9.15625,1.2120188
94,Which US president did Anthony Hopkins play in a film whose title was simply his name?,"Anthony Hopkins played the role of President Andrew Jackson in the film ""Andrew Jackson",0, name,829,0,5,0.005456244734625105,1.8392785787582397,0.01390981858990159,1590.5574951171875,869.811156649623,0.058913715183734894,1.4345703125,0.1760303
95,Which movie was a biopic about the life of David Helfgott?,Shine,1,ott,1716,1,3,0.011294229149115417,1.7465513944625854,-0.006650259976313411,1319.2532958984375,828.800282846805,-0.004261467605829239,0.0002396106719970703,1.4558687
96,Which film director guested as the FBI Director in The Silence of the Lambs?,Jonathan Demme,0,bs,1279,1,2,0.008418018112889638,1.7952264547348022,0.05853176441105079,1142.6944580078125,732.4289931610244,0.010501135140657425,1.1920928955078125e-07,0.94268936
97,In which sci fi classic did the space ship Nostromo first appear?,Alien,1, appear,4994,0,7,0.03286910278011795,1.7457780838012695,-0.051154158892679824,1507.06689453125,848.327327020693,0.020260725170373917,0.01519775390625,0.54461557
98,Nigel Hawthorne was Oscar nominated for The Madness of which King?,Henry VIII,0, King,6210,0,5,0.040872472620050546,1.7287070751190186,0.15451993723988178,1180.0885009765625,638.6009509046321,0.022178184241056442,0.25,1.3231052
99,Which Swedish actress won the Best Supporting Actress Oscar for Murder on the Orient Express?,The Swedish actress who won the Best Supporting Actress Oscar for *Murder on,0, Express,17399,0,8,0.11451532224094356,1.7215787172317505,0.07261123699291128,1245.749755859375,809.9834237677363,0.007673577405512333,2.682209014892578e-05,2.281099
100,Which Oscar-nominated film had You Sexy Thing as its theme song?,"The answer to this question is ""The Wiz"", which is a",0, song,5492,0,5,0.03614679865206403,1.6752809286117554,0.015430208056025574,1404.98291015625,828.6921005524961,0.0054817297495901585,0.2325439453125,1.4372613
101,Which Joan's career revived in Whatever Happened to Baby Jane?,"Joan Crawford's career was revived in the film ""Whatever Happened to Baby",1, Jane,21475,0,5,0.14134240732940184,1.6602908372879028,0.02696204870810659,1153.7330322265625,689.9484940501977,0.032964952290058136,2.98046875,0.6571164
102,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,The actor who won the Best Actor Oscar for *The Philadelphia Story* is,0, Story,15106,0,6,0.09942344144903117,1.721274495124817,0.2082366609487032,932.2496948242188,507.2747961610971,-0.01214788667857647,0.004512786865234375,1.7043701
103,Which legendary dancer was Oscar-nominated for The Towering Inferno?,The legendary dancer who was Oscar-nominated for *The Towering Inferno,0,no,2152,1,2,0.01416385846672283,1.7708834409713745,0.15891634566090396,1230.251708984375,782.6997477440956,0.018900414928793907,1.895427703857422e-05,2.5461237
104,What was the name of the brothel in The Best Little Whorehouse in Texas?,The name of the brothel in *The Best Little Whorehouse in,0, Texas,8257,0,6,0.05434525063184499,1.6949288845062256,-0.1051642473869383,1378.2835693359375,800.2100214770965,0.012624094262719154,0.00644683837890625,0.3494186
105,Who was the male star of the movie The Man of La Mancha?,Peter O'Toole,1,cha,6447,1,3,0.0424323399326032,1.6644691228866577,0.029429079637566247,1292.802001953125,825.0455750593726,0.021015170961618423,2.5391578674316406e-05,0.22452232
106,What relation is Joey Richardson to Vanessa Redgrave?,"Joey Richardson is the son of Vanessa Redgrave and the late John Richardson,",0,grave,76631,1,5,0.5043636794439764,1.4927057027816772,-0.02351244719410417,1152.3096923828125,776.6197291951938,0.01954825036227703,0.0002605915069580078,2.167179
107,Melanie Molitor is the mom of which tennis world NO 1?,"Melanie Molitor is the mother of Maria Sharapova, who was the",0,1,16,1,1,0.00010530749789385004,1.570737600326538,240.21470640566866,1294.7286376953125,547.1652948391783,0.0752190500497818,0.021026611328125,1.4743308
108,Marc Dutroux hit the headlines over a 'house of horrors' in which country?,Belgium,1, country,3146,0,8,0.020706086773378266,1.7848823070526123,-0.04479972905568763,1249.33447265625,759.4742697274253,0.04286760091781616,13.9765625,0.6818769
109,On which date in 1945 did Hitler take cyanide then shoot himself?,"April 30, 1945",1, himself,5561,0,8,0.03660093723673125,1.6821368932724,-0.0302406799764543,1387.5233154296875,679.738039425706,0.006593324709683657,0.0001220703125,1.3218025
110,In which river is the Boulder Dam?,"The Boulder Dam, now known as the Hoover Dam, is located on the",0, Dam,16354,0,4,0.10763742628475148,1.6270354986190796,0.1477378487262513,1611.7447509765625,824.3178223984326,0.02934168092906475,0.131103515625,0.77526087
111,"Which sports event was first held at Worcester, Massachusetts in 1927?","The first Boston Marathon was held in 1897, not",0,7,22,1,1,0.0001447978096040438,1.6516348123550415,18.402015645110435,1437.1285400390625,818.9379821112828,0.07289143651723862,2.490234375,0.45611167
112,In which European city is the Belvederen Gallery?,"The Belvedere is a museum in Vienna, Austria, located in the",1, Gallery,19295,0,8,0.12699426074136477,1.6485828161239624,-0.08976337167552506,1663.11376953125,847.79289678034,0.029122956097126007,6.84765625,0.07205403
