id,question,model_answer,is_correct,anchor_str,token_id,token_is_suffix,token_len,token_id_rank,layer0_norm,layer0_kurtosis,final_norm,final_kurtosis,drift_cosine,surprisal,prediction_entropy
62,What is Osbert Lancaster best known for producing?,"Osbert Lancaster is best known for his work as a writer and actor,",0, producing,17387,0,10,0.11443634161752317,0.8800352811813354,0.09945837849453021,542.4348754882812,148.49459098610697,0.05459317937493324,9.2421875,2.279741
63,Who was the defending champion when Martina Navratilova first won Wimbledon singles?,The defending champion when Martina Navratilova first won Wimbledon singles was,0, singles,17389,0,8,0.1144495050547599,0.9322593808174133,0.2726482891730253,398.42828369140625,0.6888203440062588,0.10462326556444168,5.36328125,2.0786302
64,Who was the first US-born winner of golf's British Open?,A,0, Open,5264,0,5,0.03464616680707666,0.8897565007209778,-0.05244695210464556,443.6549987792969,19.71336329126251,0.10646507889032364,0.2274169921875,2.437309
65,In which country is the Sky Train Rail bridge?,"The Sky Train Rail bridge is located in the city of Paris, France.",0, bridge,14164,0,7,0.09322346251053075,0.8512315154075623,-0.03981288975024189,489.302001953125,78.1131547191555,0.09705660492181778,9.6171875,2.447611
66,What was the Paramount Film Company originally called?,The Paramount Film Company was originally called the Paramount Pictures Company.,0, called,2598,0,7,0.0170993049705139,0.9118424654006958,-0.3439820312220321,459.81719970703125,94.02476071905045,0.09304498136043549,1.9208984375,2.0071533
67,Who was the first person after Scott to reach the South Pole overland?,The first person to reach the South Pole overland was Robert Falcon Scott.,0,land,1933,1,4,0.012722462089300758,1.064979910850525,-0.24824980574846967,433.12139892578125,64.75378792763343,0.013032453134655952,4.12890625,3.3821445
68,Which journalist first told the world about the My Lai massacre?,A. John Doe,0, massacre,48252,0,9,0.31758108677337826,0.8825569748878479,0.2900086368255099,405.6979064941406,41.081877148031666,0.12581618130207062,1.8515625,1.4662052
69,What is the name of Terence and Shirley Conran's dress designer son?,The son is named James Conran.,0, son,4438,0,4,0.029209667228306656,0.9506456851959229,-0.3226319151560335,446.7267761230469,49.285680632076165,0.045171260833740234,10.21875,5.4081936
70,Which drink did The Spice Girls promote?,"The Spice Girls promoted the drink ""Spice"" in the 19",0, promote,11926,0,8,0.07849357624262847,0.8315762877464294,-0.1808898314496643,493.39837646484375,105.16574091712846,0.06452060490846634,7.39453125,1.0848889
71,Who was the youngest brother in the Beach Boys?,The Beach Boys' youngest brother is **Drew**. He was born,0, Boys,29757,0,5,0.195852200926706,0.9198731780052185,0.01390895556695737,408.342529296875,21.120728984688103,0.08444133400917053,0.09234619140625,1.4323282
72,Who first hosted Family Feud?,The first host of Family Feud was Bob and Bob. They were the,0,ud,661,1,2,0.00435051600673968,1.0166561603546143,-0.295732317966364,474.7407531738281,55.102904128968056,0.01775723323225975,0.1328125,4.272255
73,What did the Lone Ranger's title Kemo Sabe mean in Apache?,"Kemo Sabe is a term used in Apache, meaning ""the one",0, Apache,8914,0,7,0.0586694397641112,0.842041552066803,-0.012753725018006978,370.34576416015625,7.753861852970115,0.10420503467321396,10.8984375,2.9853725
74,Who or what was Gentle Ben in the 60s TV series?,The answer is that Gentle Ben was a character in the 196,0, series,4013,0,7,0.026412436815501265,0.9500036835670471,-0.23476074183004014,507.4098815917969,72.88956627856159,0.08237924426794052,0.412109375,1.5788971
75,Which 70s show was based on the British show Till Death Us Do Part?,"The 70s show ""The Twilight Zone"" was based on the",0, Part,3660,0,5,0.024089090143218198,0.9143769145011902,-0.13427177861777428,536.2281494140625,105.41379027996585,0.03412896394729614,1.861328125,3.3366883
76,On what date in 1969 did Neil Armstrong first set foot on the Moon?,20th,0, Moon,17330,0,5,0.11406118365627632,0.8384419083595276,-0.1813281835648084,362.5740966796875,36.95509500387601,0.09965194016695023,0.52392578125,0.8144287
77,Bandar Seri Begawan International airport is in which country?,The Bandar Seri Begawan International Airport is located in the country of,0, country,3146,0,8,0.020706086773378266,0.8689674735069275,-0.1793005214443295,515.4363403320312,123.4326024405612,0.08362710475921631,0.236572265625,2.1525471
78,What was the profession of Paul Strand (1890 - 1976)?,"Paul Strand was a British artist, best known for his work in the field",0,6,21,1,1,0.00013821609098567817,0.8235588073730469,-0.8624455781811489,471.1904602050781,124.35088419252251,-0.00018439814448356628,2.408203125,2.4260168
79,Who had a 60s No 1 with Downtown?,The answer is 1980s.,0, Downtown,43885,0,9,0.28883872156697554,0.9000928401947021,0.10762395662814006,452.41986083984375,72.2292321640433,0.11882682144641876,11.84375,3.6961234
80,"Who was born first, Kiefer Sutherland or Christian Slater?",Kiefer Sutherland,1, Slater,97003,0,7,0.638446451137321,1.0200022459030151,-0.05109854971981331,366.8664245605469,78.73238937324349,0.06695067137479782,6.79296875,0.38305297
81,"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",10,1, win,3164,0,4,0.020824557708508846,0.9255242943763733,0.03466921534639811,485.3259582519531,107.08231194729606,0.0591169148683548,1.6279296875,0.45372367
82,Who was the Georgia Peach?,The Georgia Peach is a type of peach that is native to Georgia. It,1, Peach,63595,0,6,0.4185643955349621,0.9360369443893433,0.11098177851563928,415.1606750488281,59.93591598007468,0.06720373034477234,8.1484375,0.5569467
83,Who set fire to his guitar at the Monterey Pop festival in 19676?,The answer is 1967.,0,6,21,1,1,0.00013821609098567817,0.8235588073730469,-0.8624455781811489,636.8529663085938,138.9571167111073,0.06823310256004333,14.546875,2.3657875
84,Della Street was whose secretary?,A. Mary,0, secretary,19067,0,10,0.1254936288963774,0.9482080936431885,-0.28572825669058854,412.2074279785156,81.09738102062188,0.1325591802597046,12.7421875,3.0224454
85,"In music, who was Sweet and Innocent and Too Young?",Sweet and Innocent and Too Young is a song by the band The Who,0, Young,13263,0,6,0.08729333403538332,0.8654415607452393,0.19798418967442544,533.2340087890625,115.66029303151636,0.07288258522748947,2.6640625,1.0974063
86,Who is featured on Puff Daddy's Can't Hold Me Down?,The answer is: The answer is: The answer is: The answer is,0, Down,6285,0,5,0.04136610151642797,0.9108025431632996,0.1125841711870752,545.0255737304688,69.55222888916184,0.03377528488636017,0.861328125,3.5694041
87,What had Edmond Hillary worked at before taking up mountain climbing?,Mount Everest,0, climbing,29508,0,9,0.19421335299073295,0.8415215015411377,-0.017797937340713332,455.5980529785156,57.420502160718236,0.14238323271274567,0.01204681396484375,4.7861223
88,In which American state is the Isabella Stewart Gardner Museum?,1) New York State 2) New Jersey 3) Massachusetts,1, Museum,16328,0,7,0.10746630160067397,0.8561850786209106,0.26934335799658005,454.5210266113281,64.07629471348518,0.09348595887422562,2.638671875,1.5135099
89,Benina international airport is in which country?,Nigeria,0, country,3146,0,8,0.020706086773378266,0.8689674735069275,-0.1793005214443295,518.81103515625,129.17701171350188,0.08261191844940186,0.251953125,2.329987
90,Beloved in 1999 was whose first movie since The Color Purple in 1985?,The answer is: The first movie in which the character of Beloved was,0,5,20,1,1,0.00013163437236731254,0.8250285983085632,-0.7249429368463605,555.97119140625,101.91651467739186,0.008954565040767193,0.265380859375,2.706141
91,Which Star Trek star directed Three Men and a Baby?,A. James T. Kirk,0, Baby,20617,0,5,0.13569529275484415,0.8305284380912781,-0.0952122971792071,496.4970397949219,78.17894760498471,0.08045390248298645,2.470703125,4.3202047
92,Which sitcom star appeared on the big screening The Object of My Affection?,A. A. Jameson,0,ection,11915,1,6,0.07842117733782646,1.1448198556900024,0.02807675901681206,539.0807495117188,103.75396682460152,0.015324595384299755,0.1959228515625,2.8725111
93,"""Which character did Julia """"Roberts play in Steven Spielberg's Hook?""",1,0, Hook,28171,0,5,0.1854135951979781,0.8906739950180054,0.05031747277453702,348.4971008300781,31.360041728647786,0.04025602340698242,11.8046875,2.9900136
94,Which US president did Anthony Hopkins play in a film whose title was simply his name?,"The answer is the 1980 film ""The Godfather"".",0, name,829,0,5,0.005456244734625105,0.8974736332893372,-0.4841769543220291,462.7633972167969,91.31256499218179,0.05485648661851883,0.42041015625,2.4905207
95,Which movie was a biopic about the life of David Helfgott?,"The answer is ""The Pursuit of Happyness"". The movie was",0,ott,1716,1,3,0.011294229149115417,1.0537298917770386,-0.04925525257476249,492.7890625,116.22898110378057,0.02178248204290867,0.186279296875,1.7076466
96,Which film director guested as the FBI Director in The Silence of the Lambs?,"The film ""The Silence of the Lambs"" (1991",0,bs,1279,1,2,0.008418018112889638,0.9754882454872131,-0.043051393526853055,358.7423400878906,34.995221207623985,-0.00574251264333725,0.27734375,1.5126266
97,In which sci fi classic did the space ship Nostromo first appear?,"The space ship Nostromo first appeared in the sci-fi classic ""The",0, appear,4994,0,7,0.03286910278011795,0.8893533945083618,-0.12293880566191095,489.4072265625,117.94738067732271,0.048126474022865295,0.360107421875,1.5638653
98,Nigel Hawthorne was Oscar nominated for The Madness of which King?,The answer is 1984. The answer is 19,0, King,6210,0,5,0.040872472620050546,0.8003839254379272,-0.07568775733515754,433.1157531738281,67.06677467724538,0.0759466141462326,7.05078125,2.33822
99,Which Swedish actress won the Best Supporting Actress Oscar for Murder on the Orient Express?,A. Lina,0, Express,17399,0,8,0.11451532224094356,0.9508698582649231,-0.11424855768348907,473.0076599121094,53.71328368772816,0.013206707313656807,1.828125,2.7707152
100,Which Oscar-nominated film had You Sexy Thing as its theme song?,"The answer is ""The Color Purple"" by Alice Walker.",0, song,5492,0,5,0.03614679865206403,0.8481494784355164,-0.2265060795595737,484.4617004394531,99.19261246834171,0.10107865184545517,0.44140625,2.0376916
101,Which Joan's career revived in Whatever Happened to Baby Jane?,A. Joan,0, Jane,21475,0,5,0.14134240732940184,0.7959471344947815,-0.12905293028771103,454.9222717285156,82.85161582125903,0.11928879469633102,1.9541015625,2.561801
102,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,The actor who won the Best Actor Oscar for The Philadelphia Story is **John,0, Story,15106,0,6,0.09942344144903117,0.8892777562141418,-0.15257074360832057,493.8155212402344,64.34678632852993,0.02665620483458042,0.6181640625,1.9125547
103,Which legendary dancer was Oscar-nominated for The Towering Inferno?,A) A) A) A) A) A) A) A,0,no,2152,1,2,0.01416385846672283,0.9389704465866089,0.15373777394815358,475.9849853515625,61.000835548664696,0.011937327682971954,0.00039696693420410156,2.1245801
104,What was the name of the brothel in The Best Little Whorehouse in Texas?,"The brothel in question is the ""Best Little Whorehouse in Texas",0, Texas,8257,0,6,0.05434525063184499,0.7857831120491028,-0.2617884488823732,462.41864013671875,72.69032706987485,0.0613948255777359,6.28125,0.9090753
105,Who was the male star of the movie The Man of La Mancha?,The Man of La Mancha is a 19th-century English comedy,0,cha,6447,1,3,0.0424323399326032,1.0436537265777588,0.12258128540423519,434.85028076171875,69.65616862939675,-0.020135141909122467,0.40625,0.33979148
106,What relation is Joey Richardson to Vanessa Redgrave?,Joey Richardson is a former model and actress who has been in the entertainment industry,0,grave,76631,1,5,0.5043636794439764,1.1125150918960571,0.05477401594304743,499.8658142089844,106.44310265450102,0.04735422134399414,4.83203125,3.468357
107,Melanie Molitor is the mom of which tennis world NO 1?,Melanie Molitor is the mom of which tennis world NO 1? The,0,1,16,1,1,0.00010530749789385004,0.8519878387451172,-0.541855976650587,495.4358825683594,29.064474196102957,0.03683120757341385,0.047210693359375,3.0937605
108,Marc Dutroux hit the headlines over a 'house of horrors' in which country?,"The answer is France. So, the question is asking which country Marc Dut",0, country,3146,0,8,0.020706086773378266,0.8689674735069275,-0.1793005214443295,511.6590881347656,137.0036530444352,0.07738735526800156,3.708984375,3.460411
109,On which date in 1945 did Hitler take cyanide then shoot himself?,1945,0, himself,5561,0,8,0.03660093723673125,1.2650262117385864,-0.2441015522805965,477.8573303222656,75.45049359807491,0.035144589841365814,3.513671875,1.6618062
110,In which river is the Boulder Dam?,The Boulder Dam is located in the Colorado River. The answer is in the,1, Dam,16354,0,4,0.10763742628475148,0.8910630345344543,0.16791312782907974,458.8419494628906,44.238922562898246,0.08327269554138184,2.025390625,0.54782975
111,"Which sports event was first held at Worcester, Massachusetts in 1927?","The first sports event held at Worcester, Massachusetts in 1927",0,7,22,1,1,0.0001447978096040438,0.8055615425109863,-0.7738980813691656,482.66680908203125,84.86354765032854,0.028870314359664917,2.654296875,2.1255984
112,In which European city is the Belvederen Gallery?,"The Belvederen Gallery is located in the city of Vienna, Austria.",1, Gallery,19295,0,8,0.12699426074136477,0.8526481986045837,0.09253979784424571,483.80865478515625,66.312988091461,0.09811830520629883,8.71875,1.9105306
113,How old was Woody Herman when he founded his own orchestra?,25 years old,0, orchestra,68055,0,10,0.4479188605728728,0.9196892976760864,0.12042887224057885,417.59930419921875,65.29408364097824,0.14641880989074707,6.88671875,0.44968677
114,For which movie did Katharine Hepburn win her second Oscar?,The answer is The Godfather.,0, Oscar,30697,0,6,0.20203901642796968,0.8460714221000671,-0.1135640912476763,400.3958740234375,4.134874035849947,0.1262618750333786,0.1380615234375,2.2351625
115,Who had a 60s No 1 hit with This Diamond Ring?,"The answer is: The song ""This Diamond Ring"" was a 1",0, Ring,21525,0,5,0.14167149326032014,0.8980597257614136,0.06970511059240048,531.7772827148438,98.44667651035687,0.05315206199884415,4.9609375,1.8690542
